نوازنده,مرد,که,آکاردئون,می,نوازد,,کت,و,کلاه,چرمی,را,روی,پیاده,رو,یا,اسکله,پوشیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
آقایی,که,آکاردئون,را,در,تخته,پیاده,روی,مجاور,اسناد,قایقرانی,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
مردی,که,سیاه,نشسته,است,و,هنگام,نشستن,آکاردئون,قرمز,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مردی,روی,پل,کنار,رودخانه,نشسته,و,آکاردئون,می,نوازد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
مردی,کنار,آب,آکاردئون,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
مردی,که,نارنجی,به,تن,دارد,,ابزار,را,از,داربست,بالایی,به,سمت,مرد,جلیقه,قرمز,داربست,پایین,می,اندازد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
کارگری,در,حال,عبور,از,داربست,که,وسیله,ای,را,به,کارگر,دیگری,روبروی,سازه,آجری,منتقل,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
برخی,از,کارگران,ساختمانی,روی,سکویی,هستند,که,در,حال,کار,با,یک,ساختمان,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
دو,مرد,با,لباس,ساختمانی,و,کلاه,های,سخت,که,روی,داربست,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
دو,مرد,در,کنار,یک,ساختمان,کار,می,کنند,و,از,تجهیزات,ایمنی,استفاده,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
شخصی,به,پنجره,خود,نگاه,می,کند,و,می,بیند,که,پستچی,نامه,خود,را,تحویل,می,دهد,و,به,خانه,بعدی,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
یک,مرد,میانسال,قفقازی,در,حال,رانندگی,با,وانت,پستی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,پستچی,در,کامیون,خود,که,جلوی,دروازه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
مردی,که,یک,سه,راهی,آبی,رنگ,در,حال,رانندگی,با,یک,ون,سفید,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
یک,پستچی,که,نامه,های,روز,را,تحویل,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
کودکی,روی,صندلی,سرنشین,جلو,اتومبیل,خوابیده,و,پنجره,آن,کمی,باز,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
کودک,از,پنجره,اتومبیل,که,کمی,ترک,خورده,است,می,خوابد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,کودک,خردسال,در,داخل,وسیله,نقلیه,ای,که,بیرون,پارک,کرده,خوابیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
کودکی,که,در,اتومبیل,با,پنجره,باز,خوابیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
کودکی,در,اتومبیل,خوابیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
کودکی,با,جمجمه,ای,روی,لباس,خود,جلوی,بعضی,از,گیاهان,و,یک,ساختمان,نشسته,و,دسته,های,فرمان,را,نگه,داشته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
یک,دختر,جوان,با,موهای,فرفری,,لباسی,سفید,که,روی,آن,جمجمه,و,استخوان,قرار,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,کودک,مو,فرفری,با,یک,تی,شرت,سفید,,دسته,فرمان,یک,اسباب,بازی,سواری,را,می,گیرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
دختربچه,ای,با,موهای,فرفری,که,بر,روی,تیتر,لرزیده,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
یک,کودک,کوچک,با,موهای,فرفری,روی,اسباب,بازی,سواری,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,دختر,کوچک,آسیایی,انگار,می,خواهد,چهره,اش,خنده,دار,شود,و,صورتش,را,بیرون,می,زند,و,لب,هایش,را,بیرون,می,کشد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
این,دختر,کوچک,در,حال,چهره,پردازی,است,تا,نشان,دهد,که,ناراضی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
یک,دختر,جوان,آسیایی,چهره,احمقانه,ای,برای,دوربین,ایجاد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
دختران,جوانی,چهره,احمقانه,ای,برای,دوربین,ایجاد,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
یک,دختر,کوچک,در,مهد,کودک,چهره,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,اپراتور,با,کلاه,سخت,طلایی,و,جلیقه,نارنجی,,بر,روی,قطعه,بزرگی,از,تجهیزات,جان,Deere,نشسته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
مردی,که,جلیقه,ایمنی,نارنجی,و,کلاه,سختی,بر,سر,دارد,در,حال,کار,با,تجهیزات,ساختمانی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
مردی,در,حال,رانندگی,با,یک,وسیله,نقلیه,بزرگ,ساختمانی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,که,تراکتور,بزرگی,کار,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مردی,در,یک,وسیله,نقلیه,ساختمانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
پسری,با,کت,قرمز,در,زمین,ورزشی,چمن,مانور,ژیمناستیک,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
پسر,جوان,با,کت,قرمز,در,حال,انجام,یک,دست,انداز,در,یک,زمین,ورزشی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
پسری,که,ژاکت,قرمز,بر,تن,دارد,,چمن,دستی,را,روی,چمن,ها,اجرا,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
کودکی,با,کت,قرمز,در,حال,چیدن,دست,انداز,روی,چمن,های,سبز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
پسر,بچه,ای,قرمز,رنگ,و,در,حال,انجام,یک,دست,دستی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
یک,کودک,نوپای,کوچک,که,لباس,راه,راه,و,شلوار,بنفش,به,تن,دارد,,با,خوشحالی,در,پیاده,رو,می,دوید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
کودک,کوچکی,که,روی,تاقچه,بتونی,راه,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,کودک,نوپا,در,پارک,به,سمت,دوربین,می,دود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
دختر,جوانی,که,در,پیاده,رو,قدم,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
کودک,در,حال,پیاده,روی,در,پیاده,رو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
سگی,در,یک,منطقه,شنی,با,شن,و,ماسه,در,هوا,و,چندین,گیاه,در,پس,زمینه,به,هم,ریخته,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
یک,سگ,قهوه,ای,وقتی,در,اطراف,یک,مزرعه,می,دود,مقداری,گرد,و,غبار,ایجاد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
سگی,و,ماسه,ای,که,در,باد,می,وزد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,سگ,و,یک,طوفان,گرد,و,غبار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
سگ,خاک,را,لگد,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
زنی,کنار,جاده,ای,ایستاده,است,که,ماشینهای,جاده,تار,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,زن,در,حالی,که,ترافیک,از,طرف,او,می,وزد,در,مقابل,یک,پیتزا,فروشی,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
زنی,روی,کیف,پیاده,رو,شهری,ایستاده,و,کیف,دستی,بژ,را,در,دست,دارد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
ترافیک,در,حال,بزرگنمایی,زنی,است,که,لباس,زرد,پوشیده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,زن,با,لباس,سبز,ایستاده,در,حالی,که,ترافیک,عبور,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,فرد,مسن,در,طول,زمستان,در,خیابان,ایستاده,و,شاخه,های,درختان,همیشه,سبز,در,یک,دست,و,عصا,در,دست,دیگر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
یک,زن,مسن,با,دستمال,و,عصا,در,یک,خیابان,سنگفرش,سنگفرش,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
زنان,مسنی,در,زمستان,با,استفاده,از,عصا,در,خیابان,قدم,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
زنی,با,عصا,ایستاده,است,و,در,هوای,زمستان,جمع,شده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
زنی,با,عصا,در,حال,راه,رفتن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
به,نظر,می,رسد,مردی,با,لباس,مشکی,و,شلوار,جین,روی,برخی,از,سیستم,های,لوله,کشی,کار,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
مردی,در,حالی,که,در,خانه,ای,بهم,ریخته,نشسته,است,به,دوربین,نگاه,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
مردی,با,لباس,مشکی,که,روی,زمین,نشسته,و,مشغول,تعمیر,دوچرخه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مردی,با,لبخند,که,روی,زمین,نشسته,و,دوچرخه,خود,را,تعمیر,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
مردی,کنار,دوچرخه,چمباتمه,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
گروهی,از,مردم,در,داخل,یک,ساختمان,ایستاده,اند,و,گفتگو,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مهمانی,یا,دیدار,در,خانه,دیگران,و,مردم,در,حال,گفتگو,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
جوانان,تنقلات,زیادی,در,دسترس,شما,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
چهار,مرد,و,یک,زن,در,یک,مهمانی,معاشرت,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
چند,نفر,در,آشپزخانه,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
مردی,با,لباس,چهارخانه,و,شلوار,جین,آبی,رنگ,روی,داربست,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
مرد,وقتی,به,بیرون,نگاه,می,کند,روی,داربست,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
مردی,روی,داربست,های,قرمز,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
مرد,مسن,روی,داربست,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
یک,مرد,روی,یک,سازنده,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
یک,مرد,مو,تیره,با,شلوار,جین,و,لباس,چهارخانه,آبی,از,یک,تیر,در,کنار,خانه,زرد,بالا,می,رود,و,به,سقف,کاشی,کاری,شده,سفالی,نزدیک,می,شود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
مردی,با,دستکش,کار,و,کمربند,ابزار,از,داربست,کنار,ساختمان,قدیمی,زرد,و,سفید,بالا,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
مردی,با,لباس,آبی,,شلوار,جین,و,کمربند,ابزار,در,حال,بالا,رفتن,از,یک,میله,فلزی,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
یک,کارگر,ساختمانی,با,شلوار,جین,در,حال,بالا,رفتن,از,داربست,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
این,مرد,لوله,ها,را,تعمیر,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
زنی,با,کلاه,ایمنی,به,سه,کودک,کوچک,نشان,می,دهد,که,چیزی,در,دستان,او,,در,مقابل,دیوار,سنگی,ایستاده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
دو,کودک,به,دنبال,چیزی,هیجان,انگیز,هستند,که,یک,بزرگسال,به,آنها,نشان,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
یک,زن,و,سه,کودک,ایستاده,اند,و,به,چیزی,روی,زمین,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
گروهی,از,کودکان,به,شیئی,در,دست,یک,جوان,دیگر,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,زن,به,دو,فرزندش,چیزی,نشان,می,دهد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دو,نفر,به,چیزی,روی,زمین,نگاه,می,کنند,که,یکی,با,دقت,آن,را,می,تراشد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
دو,مرد,در,تلاشند,سیمان,را,از,سطح,زمین,تراش,دهند,تا,سطح,آن,را,تسطیح,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
دو,مرد,از,ابزار,دستی,برای,کندن,زمین,استفاده,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
دو,مرد,داخل,چادر,در,حال,بررسی,زمین,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
دو,نفر,به,دنبال,اشیا,در,خاک,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
سه,نفر,در,مقابل,انبوه,مردم,ساز,می,زنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
گروهی,که,در,خیابان,تماشاگران,را,تماشا,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
یک,گروه,موسیقی,با,یک,دستشویی,که,برای,یک,جمعیت,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,جشنواره,موسیقی,محلی,طرفداران,بسیاری,را,به,خود,جلب,می,کند!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
گروهی,که,در,مقابل,جمعیت,بیرون,بازی,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
پسر,جوانی,با,تی,شرت,,عرق,و,کلاه,قرمزی,,اسکیت,بورد,در,صحنه,اسکیت,بورد,,حاضران,در,کنار,و,آسمان,های,آبی,بالا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
یک,اسکیت,بوردی,که,شلوار,جین,مشکی,,تی,شرت,سفید,و,کلاه,توپی,قرمز,دارد,از,لب,سطح,شیب,دار,خارج,می,شود,و,در,هوا,معلق,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
پسری,در,حالی,که,چهار,مرد,نشسته,او,را,تماشا,می,کنند,در,زیر,ابرهای,سفید,و,آسمان,آبی,ترفند,خود,را,اجرا,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
یک,پسر,بچه,در,حین,اجرای,ترفند,اسکیت,بورد,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
پسری,با,لباس,سفید,روی,یک,سطح,شیب,دار,اسکیت,بورد,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
گروهی,از,پسران,نوجوان,مقابل,بانک,ولز,فارگو,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
4,نوجوان,بیرون,از,بانک,ولز,فارگو,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
چهار,مرد,در,خارج,از,بانک,ولز,فارگو,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
مردان,جوانی,که,بیرون,بانک,می,لولند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
چهار,نفر,جلوی,چاه,های,فارگو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
دو,مرد,با,بازوهای,خود,قوس,درست,می,کنند,و,یک,نفر,سوم,در,زیر,آن,اردک,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
دو,نفر,بیش,از,یک,سوم,,مقابل,صحنه,ای,روشن,,دست,های,خود,را,به,هم,می,گیرند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
دو,پسر,دستانشان,را,کنار,هم,قرار,می,دهند,در,حالی,که,پسر,دیگری,زیر,دست,آنها,می,رود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
مرد,,زن,و,پسر,با,هم,بازی,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
سه,مرد,در,حال,عکس,گرفتن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
پسر,کوچکی,که,یک,تی,شرت,آستین,بلند,و,شلوارک,کوتاه,پوشیده,و,در,حال,تفریح,​​است,و,روی,یک,ترامپولین,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
یک,پسر,جوان,با,شلوارک,و,یک,لباس,سبز,که,در,حالی,که,هوا,روی,یک,ترامپولین,منتقل,می,شود,,چهره,می,کند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23
پسر,جوانی,که,در,حیاط,پشتی,چمنزار,خود,پا,برهنه,روی,یک,ترامپولین,می,پرد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
کودکی,,سبز,پوشیده,,روی,ترامپولین,تندرست,می,زند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
این,کودک,در,حال,پریدن,روی,یک,ترامپولین,بزرگ,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
گروه,کوچکی,از,مردان,بزرگسال,از,مکالمه,در,یک,ساختمان,کاملاً,معماری,لذت,می,برند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
گروهی,از,دانشجویان,دانشگاه,در,مرکز,اجتماعات,جمع,می,شوند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
گروهی,از,مردان,جوان,که,دور,یک,میز,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
افرادی,که,در,یک,فضای,گاه,به,گاه,صحبت,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
افرادی,که,در,گوشه,ای,ایستاده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
دو,دختر,جوان,پا,برهنه,در,حال,صعود,از,یک,جریان,گدازه,قدیمی,با,پدر,و,مادر,خود,هستند,که,از,نزدیک,عقب,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
خانواده,ای,در,حال,قدم,زدن,در,بالای,صخره,ای,هستند,که,کفش,های,بیرون,از,آن,از,منظره,لذت,می,برند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
دو,دختر,پابرهنه,در,حال,پیاده,روی,با,والدین,خود,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,خانواده,در,حال,کوهپیمایی,در,یک,منظره,صخره,ای,هستند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,خانواده,چهار,نفره,در,اطراف,قدم,می,زنند,و,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
انبوهی,از,مردم,دور,هم,نشسته,اند,و,بیشتر,آنها,نوعی,لباس,قرمز,یا,کلاه,به,سر,دارند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
هزاران,هوادار,در,یک,مراسم,خارج,از,منزل,با,پوشیدن,تی,شرت,های,سفید,و,قرمز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
گروهی,از,هواداران,در,یک,استادیوم,قرمز,پوشیده,و,هورا,می,کشند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
در,اینجا,تصویری,از,مردم,در,یک,استادیوم,ورزشی,آورده,شده,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
جمعیت,استادیوم,با,لباس,های,قرمز,کف,می,زنند,و,نگاه,می,کنند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
یک,زن,جوان,نشسته,با,کلاه,در,یک,کافی,شاپ,مشغول,مطالعه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
دختری,در,حال,نوشیدن,قهوه,استارباک,در,حال,خواندن,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
زنی,با,کلاه,نشسته,و,مشغول,خواندن,و,نوشیدن,یک,قهوه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
زن,جوانی,یک,قهوه,را,نوش,جان,می,کند,و,کتاب,می,خواند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
زنی,که,از,خواندنش,در,یک,کافی,شاپ,لذت,می,برد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
یک,مرد,سیاه,پوست,با,لباس,لباس,از,طریق,میکروسکوپ,نگاه,می,کند,,در,حالی,که,پوستری,در,مورد,سلول,های,خونی,روی,دیوار,در,پس,زمینه,است,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
یک,مرد,آمریکایی,آفریقایی,تبار,در,حال,جستجو,از,طریق,میکروسکوپ,است,و,پوستری,وجود,دارد,که,می,گوید,سلول,های,خونی,به,دیوار,آویزان,شده,اند,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
